customer_id,city,state_province,country,customer_region_id,yearly_income,gender,total_children,num_children_at_home,education,date_accnt_opened,member_card,occupation,houseowner,num_cars_owned
2102,San Gabriel,CA,USA,52,$110K - $130K,M,3,0,Partial College,10/03/93,Normal,Management,Y,2
2103,Richmond,CA,USA,35,$50K - $70K,M,5,1,Bachelors Degree,09/07/94,Bronze,Management,N,3
2104,Colma,CA,USA,32,$70K - $90K,F,5,0,Bachelors Degree,11/08/92,Bronze,Professional,Y,3
2105,El Cajon,CA,USA,16,$70K - $90K,M,5,0,Bachelors Degree,15/10/93,Bronze,Management,N,4
2106,Bellflower,CA,USA,55,$70K - $90K,M,5,0,High School Degree,23/04/94,Golden,Professional,N,2
2107,Mexico City,Mexico,Mexico,2,$70K - $90K,F,2,0,Bachelors Degree,19/07/91,Bronze,Professional,Y,1
2108,Guadalajara,Jalisco,Mexico,4,$30K - $50K,F,5,1,Partial High School,04/02/92,Bronze,Skilled Manual,Y,1
2109,Langford,BC,Canada,102,$50K - $70K,M,3,0,Bachelors Degree,26/06/93,Bronze,Professional,N,4
2110,Beaverton,OR,USA,67,$30K - $50K,F,3,0,High School Degree,12/09/93,Bronze,Manual,Y,3
2111,Long Beach,CA,USA,48,$10K - $30K,M,2,0,Partial High School,18/02/93,Normal,Manual,Y,0
2112,Olympia,WA,USA,85,$30K - $50K,M,2,2,Partial College,02/10/93,Bronze,Professional,Y,3
2113,Santa Anita,DF,Mexico,108,$30K - $50K,F,4,3,Partial College,26/08/90,Golden,Skilled Manual,Y,3
2114,Santa Anita,DF,Mexico,108,$30K - $50K,F,3,0,Partial College,06/06/92,Bronze,Clerical,Y,4
2115,Santa Anita,DF,Mexico,108,$50K - $70K,M,1,1,Bachelors Degree,06/09/91,Bronze,Professional,N,3
2116,Novato,CA,USA,42,$10K - $30K,F,4,4,Partial High School,16/08/93,Normal,Skilled Manual,Y,2
2117,Issaquah,WA,USA,21,$30K - $50K,F,4,3,High School Degree,16/11/91,Normal,Manual,Y,3
2118,Merida,Yucatan,Mexico,26,$10K - $30K,F,4,0,Partial High School,16/04/91,Normal,Skilled Manual,N,0
2119,Concord,CA,USA,46,$10K - $30K,M,3,2,Partial High School,10/07/94,Normal,Skilled Manual,N,0
2120,Spring Valley,CA,USA,15,$90K - $110K,M,3,1,Bachelors Degree,19/08/91,Bronze,Professional,N,1
2121,San Andres,DF,Mexico,106,$10K - $30K,M,1,0,Partial High School,10/03/92,Normal,Skilled Manual,N,1
2122,Mill Valley,CA,USA,38,$10K - $30K,F,5,0,Partial High School,26/08/92,Normal,Skilled Manual,Y,0
2123,Haney,BC,Canada,93,$50K - $70K,M,0,0,Bachelors Degree,19/07/91,Bronze,Professional,N,2
2124,Newton,BC,Canada,95,$30K - $50K,M,3,0,High School Degree,01/09/90,Bronze,Manual,Y,4
2125,Vancouver,BC,Canada,5,$150K +,M,4,0,Partial High School,21/10/92,Silver,Professional,Y,4
2126,Bellingham,WA,USA,78,$30K - $50K,F,3,2,High School Degree,04/10/90,Silver,Skilled Manual,Y,4
2127,Lynnwood,WA,USA,75,$10K - $30K,F,4,4,Partial High School,04/10/90,Normal,Skilled Manual,Y,1
2128,Los Angeles,CA,USA,3,$110K - $130K,M,3,0,High School Degree,10/09/92,Bronze,Professional,N,2
2129,Bellflower,CA,USA,55,$10K - $30K,F,2,0,High School Degree,05/04/90,Normal,Manual,Y,1
2130,Merida,Yucatan,Mexico,26,$130K - $150K,M,4,3,Bachelors Degree,20/02/91,Golden,Professional,N,3
2131,Palo Alto,CA,USA,41,$10K - $30K,F,2,0,Bachelors Degree,17/12/91,Normal,Management,N,2
2132,Edmonds,WA,USA,83,$130K - $150K,M,3,3,Graduate Degree,25/07/92,Golden,Professional,Y,3
2133,La Jolla,CA,USA,33,$10K - $30K,M,2,0,Partial High School,21/07/91,Silver,Skilled Manual,Y,1
2134,Beaverton,OR,USA,67,$150K +,F,4,2,Graduate Degree,03/10/94,Golden,Management,Y,1
2135,Walla Walla,WA,USA,88,$110K - $130K,F,3,3,Partial High School,24/08/90,Golden,Management,Y,3
2136,Lakewood,CA,USA,56,$70K - $90K,F,1,1,High School Degree,15/08/94,Bronze,Professional,Y,3
2137,Santa Cruz,CA,USA,40,$30K - $50K,F,2,0,Partial High School,13/10/90,Bronze,Skilled Manual,N,1
2138,Anacortes,WA,USA,79,$50K - $70K,M,0,0,Bachelors Degree,15/08/91,Bronze,Professional,Y,2
2139,Merida,Yucatan,Mexico,26,$10K - $30K,F,4,3,Partial High School,16/07/93,Normal,Skilled Manual,Y,1
2140,Palo Alto,CA,USA,41,$10K - $30K,M,5,2,Partial High School,23/06/94,Normal,Skilled Manual,Y,1
2141,Newport Beach,CA,USA,59,$70K - $90K,M,0,0,Bachelors Degree,24/06/91,Bronze,Professional,Y,2
2142,Metchosin,BC,Canada,104,$130K - $150K,M,2,0,Partial High School,04/02/90,Bronze,Professional,Y,2
2143,Olympia,WA,USA,85,$10K - $30K,M,3,0,Partial High School,02/10/92,Normal,Manual,N,0
2144,Imperial Beach,CA,USA,14,$50K - $70K,M,4,1,Bachelors Degree,05/06/91,Bronze,Management,N,2
2145,Oakland,CA,USA,37,$110K - $130K,F,2,0,Graduate Degree,08/11/93,Silver,Professional,N,4
2146,Oakland,CA,USA,37,$30K - $50K,M,4,0,High School Degree,20/05/91,Bronze,Skilled Manual,N,2
2147,Salem,OR,USA,23,$30K - $50K,M,1,0,High School Degree,14/12/93,Bronze,Manual,Y,4
2148,Langley,BC,Canada,94,$130K - $150K,M,0,0,Partial High School,19/04/91,Bronze,Management,N,4
2149,San Carlos,CA,USA,44,$10K - $30K,M,3,0,Partial High School,13/11/93,Normal,Skilled Manual,Y,1
2150,Santa Monica,CA,USA,49,$30K - $50K,F,4,0,Partial College,03/03/94,Bronze,Clerical,Y,4
2151,Corvallis,OR,USA,70,$10K - $30K,M,2,1,High School Degree,21/08/92,Normal,Manual,Y,1
2152,La Cruz,Sinaloa,Mexico,29,$10K - $30K,F,3,0,Partial High School,09/05/93,Normal,Manual,Y,2
2153,Chula Vista,CA,USA,13,$10K - $30K,F,4,4,Partial High School,18/06/91,Normal,Skilled Manual,N,0
2154,San Gabriel,CA,USA,52,$30K - $50K,M,1,1,High School Degree,02/04/90,Bronze,Skilled Manual,Y,3
2155,Tixapan,DF,Mexico,107,$10K - $30K,M,4,0,Partial High School,27/10/93,Normal,Skilled Manual,N,0
2156,Mexico City,Mexico,Mexico,2,$50K - $70K,F,3,1,Partial High School,04/06/93,Bronze,Manual,Y,1
2157,Oak Bay,BC,Canada,99,$30K - $50K,F,3,0,High School Degree,02/02/91,Bronze,Manual,N,3
2158,Lake Oswego,OR,USA,64,$10K - $30K,M,3,3,Partial High School,18/09/93,Normal,Skilled Manual,Y,2
2159,Redwood City,CA,USA,45,$10K - $30K,F,3,3,Partial High School,12/02/93,Normal,Manual,Y,1
2160,Burbank,CA,USA,53,$30K - $50K,F,4,0,High School Degree,26/03/91,Bronze,Manual,N,2
2161,Shawnee,BC,Canada,105,$30K - $50K,F,2,0,Partial College,13/07/93,Bronze,Skilled Manual,Y,1
2162,Shawnee,BC,Canada,105,$30K - $50K,M,0,0,Partial High School,23/09/93,Bronze,Manual,N,2
2163,Burnaby,BC,Canada,92,$150K +,M,1,0,Bachelors Degree,25/04/94,Silver,Professional,Y,3
2164,San Jose,CA,USA,39,$30K - $50K,F,5,0,High School Degree,28/03/94,Bronze,Manual,N,3
2165,Grossmont,CA,USA,17,$30K - $50K,M,1,0,Partial College,03/10/94,Bronze,Skilled Manual,Y,2
2166,Portland,OR,USA,22,$30K - $50K,F,0,0,High School Degree,17/10/93,Bronze,Skilled Manual,Y,4
2167,Burlingame,CA,USA,43,$70K - $90K,M,1,0,Bachelors Degree,05/11/93,Bronze,Professional,N,2
2168,La Mesa,CA,USA,11,$110K - $130K,F,3,3,Bachelors Degree,18/04/92,Golden,Professional,Y,3
2169,Cliffside,BC,Canada,103,$130K - $150K,M,3,2,Partial College,11/03/92,Bronze,Professional,Y,3
2170,Fremont,CA,USA,34,$50K - $70K,M,2,2,Partial High School,03/11/93,Bronze,Skilled Manual,Y,4
2171,Yakima,WA,USA,89,$30K - $50K,M,1,0,High School Degree,25/05/93,Bronze,Manual,N,3
2172,Burnaby,BC,Canada,92,$30K - $50K,M,4,4,High School Degree,10/11/91,Normal,Manual,Y,2
2173,Mexico City,Mexico,Mexico,2,$50K - $70K,M,1,0,Bachelors Degree,05/04/91,Bronze,Management,N,4
2174,Lynnwood,WA,USA,75,$30K - $50K,F,1,0,Partial High School,07/04/90,Bronze,Skilled Manual,Y,3
2175,Camacho,Zacatecas,Mexico,27,$110K - $130K,F,5,5,High School Degree,10/08/92,Golden,Management,Y,3
2176,San Andres,DF,Mexico,106,$10K - $30K,F,5,2,Partial High School,21/05/92,Silver,Manual,Y,1
2177,Issaquah,WA,USA,21,$10K - $30K,M,1,1,Partial High School,19/03/93,Normal,Manual,Y,0
2178,Issaquah,WA,USA,21,$10K - $30K,M,0,0,Partial High School,25/01/91,Normal,Manual,N,1
2179,San Diego,CA,USA,7,$90K - $110K,M,4,2,Bachelors Degree,25/04/94,Bronze,Professional,Y,3
2180,Bellingham,WA,USA,78,$30K - $50K,F,4,2,High School Degree,06/08/92,Bronze,Skilled Manual,Y,2
2181,Acapulco,Guerrero,Mexico,28,$130K - $150K,M,5,0,Bachelors Degree,21/09/93,Bronze,Management,Y,2
2182,Pomona,CA,USA,61,$70K - $90K,M,3,0,Bachelors Degree,06/05/94,Bronze,Professional,Y,3
2183,Marysville,WA,USA,82,$30K - $50K,F,4,2,Partial High School,02/06/93,Bronze,Manual,N,2
2184,Altadena,CA,USA,50,$110K - $130K,M,2,0,Partial High School,12/06/94,Bronze,Management,Y,1
2185,Fremont,CA,USA,34,$30K - $50K,F,2,1,Partial College,14/04/92,Bronze,Management,N,3
2186,Renton,WA,USA,73,$130K - $150K,F,4,0,Partial College,19/06/91,Bronze,Management,Y,4
2187,Ballard,WA,USA,20,$30K - $50K,M,1,0,High School Degree,23/09/90,Silver,Skilled Manual,Y,2
2188,Salem,OR,USA,23,$110K - $130K,M,2,1,High School Degree,18/10/93,Bronze,Professional,Y,1
2189,Glendale,CA,USA,54,$70K - $90K,M,4,0,Graduate Degree,10/11/92,Bronze,Professional,N,3
2190,Ballard,WA,USA,20,$30K - $50K,F,2,0,Partial High School,20/10/93,Bronze,Skilled Manual,Y,2
2191,Santa Fe,DF,Mexico,109,$10K - $30K,F,5,4,Partial High School,21/11/93,Normal,Manual,N,1
2192,Oakland,CA,USA,37,$50K - $70K,M,3,0,Bachelors Degree,02/04/91,Bronze,Professional,N,4
2193,Pomona,CA,USA,61,$50K - $70K,M,3,0,Bachelors Degree,24/10/94,Bronze,Professional,Y,2
2194,West Covina,CA,USA,60,$30K - $50K,M,2,0,High School Degree,12/08/90,Bronze,Skilled Manual,Y,2
2195,Beverly Hills,CA,USA,47,$70K - $90K,F,0,0,Partial High School,23/09/94,Bronze,Professional,Y,3
2196,National City,CA,USA,9,$30K - $50K,F,1,1,High School Degree,03/05/94,Bronze,Manual,Y,2
2197,Beaverton,OR,USA,67,$30K - $50K,M,5,5,High School Degree,27/05/93,Golden,Manual,Y,2
2198,Lebanon,OR,USA,72,$50K - $70K,F,3,0,Bachelors Degree,09/08/92,Bronze,Management,Y,2
2199,Haney,BC,Canada,93,$50K - $70K,F,2,1,Partial High School,02/06/92,Bronze,Skilled Manual,Y,4
2200,Pomona,CA,USA,61,$50K - $70K,M,0,0,Bachelors Degree,10/03/91,Silver,Professional,Y,2
2201,Spokane,WA,USA,87,$30K - $50K,F,2,2,Bachelors Degree,08/08/91,Bronze,Management,Y,2
2202,Beverly Hills,CA,USA,47,$50K - $70K,F,4,4,Bachelors Degree,22/10/93,Golden,Management,Y,3
2203,Renton,WA,USA,73,$50K - $70K,F,4,0,Bachelors Degree,06/08/92,Bronze,Professional,Y,4
2204,Bremerton,WA,USA,76,$70K - $90K,M,5,0,Bachelors Degree,13/07/93,Silver,Professional,N,3
2205,Langley,BC,Canada,94,$50K - $70K,M,1,0,Bachelors Degree,13/07/94,Silver,Professional,Y,2
2206,Newport Beach,CA,USA,59,$10K - $30K,F,2,0,Partial High School,21/03/93,Normal,Manual,N,0
2207,Santa Cruz,CA,USA,40,$110K - $130K,M,3,2,Partial High School,18/11/91,Bronze,Professional,Y,4
2208,Long Beach,CA,USA,48,$50K - $70K,F,5,5,Partial High School,24/01/91,Bronze,Skilled Manual,Y,2
2209,Royal Oak,BC,Canada,100,$150K +,M,5,5,High School Degree,27/06/92,Golden,Management,Y,1
2210,Albany,OR,USA,71,$70K - $90K,F,3,0,Graduate Degree,15/11/93,Bronze,Professional,N,1
2211,Puyallup,WA,USA,86,$70K - $90K,F,5,0,Bachelors Degree,20/10/91,Golden,Professional,N,2
2212,Ballard,WA,USA,20,$30K - $50K,F,4,1,Graduate Degree,25/01/94,Bronze,Professional,Y,4
2213,Lemon Grove,CA,USA,12,$50K - $70K,M,2,0,Bachelors Degree,19/09/91,Bronze,Professional,N,3
2214,Concord,CA,USA,46,$130K - $150K,M,3,3,Partial High School,09/12/92,Normal,Professional,Y,3
2215,W. Linn,OR,USA,66,$130K - $150K,F,1,0,Bachelors Degree,27/06/90,Bronze,Professional,Y,2
2216,Richmond,CA,USA,35,$10K - $30K,F,2,2,Partial High School,15/03/92,Normal,Skilled Manual,N,1
2217,Seattle,WA,USA,18,$110K - $130K,F,4,0,Partial High School,11/05/93,Bronze,Professional,Y,4
2218,Downey,CA,USA,58,$50K - $70K,M,4,0,Bachelors Degree,24/02/91,Bronze,Professional,Y,3
2219,Vancouver,BC,Canada,5,$30K - $50K,M,3,1,High School Degree,12/06/94,Bronze,Skilled Manual,N,1
2220,San Diego,CA,USA,7,$10K - $30K,F,2,2,Partial High School,26/04/94,Normal,Skilled Manual,Y,0
2221,Hidalgo,Zacatecas,Mexico,25,$30K - $50K,M,1,0,High School Degree,24/11/92,Bronze,Manual,N,1
2222,Port Hammond,BC,Canada,98,$30K - $50K,M,2,0,High School Degree,02/04/94,Silver,Skilled Manual,Y,3
2223,Arcadia,CA,USA,51,$110K - $130K,F,2,0,Bachelors Degree,08/12/94,Bronze,Professional,N,3
2224,Spokane,WA,USA,87,$90K - $110K,F,3,2,Graduate Degree,11/09/91,Bronze,Professional,N,4
2225,Seattle,WA,USA,18,$70K - $90K,F,2,1,Bachelors Degree,11/11/90,Bronze,Professional,Y,3
2226,Seattle,WA,USA,18,$30K - $50K,M,2,0,High School Degree,21/01/91,Bronze,Skilled Manual,Y,4
2227,Guadalajara,Jalisco,Mexico,4,$70K - $90K,M,2,0,Bachelors Degree,12/05/91,Bronze,Professional,N,2
2228,Lynnwood,WA,USA,75,$50K - $70K,F,2,0,Partial College,06/12/92,Bronze,Professional,Y,2
2229,Orizaba,Veracruz,Mexico,24,$30K - $50K,M,4,0,High School Degree,08/08/92,Bronze,Manual,N,3
2230,Tlaxiaco,Oaxaca,Mexico,30,$30K - $50K,M,4,3,Partial College,11/04/90,Golden,Professional,Y,4
2231,Altadena,CA,USA,50,$30K - $50K,F,0,0,High School Degree,10/09/91,Bronze,Manual,N,4
2232,Beverly Hills,CA,USA,47,$10K - $30K,M,2,0,Partial High School,23/02/90,Normal,Skilled Manual,N,1
2233,Daly City,CA,USA,31,$30K - $50K,F,2,0,Partial College,16/12/94,Bronze,Clerical,Y,2
2234,Corvallis,OR,USA,70,$30K - $50K,M,1,0,High School Degree,24/06/91,Bronze,Manual,Y,3
2235,Grossmont,CA,USA,17,$10K - $30K,F,3,1,High School Degree,20/09/92,Normal,Skilled Manual,Y,2
2236,Redmond,WA,USA,19,$30K - $50K,M,2,0,High School Degree,05/04/94,Bronze,Skilled Manual,Y,3
2237,Arcadia,CA,USA,51,$30K - $50K,F,4,0,Partial College,01/08/93,Normal,Professional,N,4
2238,Grossmont,CA,USA,17,$30K - $50K,M,4,2,Bachelors Degree,14/11/93,Silver,Professional,Y,4
2239,San Andres,DF,Mexico,106,$30K - $50K,M,2,2,Partial College,17/04/91,Bronze,Manual,Y,4
2240,Fremont,CA,USA,34,$30K - $50K,M,2,2,High School Degree,18/09/91,Bronze,Skilled Manual,N,2
2241,Downey,CA,USA,58,$70K - $90K,F,3,3,Bachelors Degree,15/07/92,Golden,Professional,Y,4
2242,Torrance,CA,USA,57,$90K - $110K,M,4,0,Partial High School,06/08/90,Bronze,Professional,Y,3
2243,San Carlos,CA,USA,44,$130K - $150K,M,2,0,Bachelors Degree,21/08/92,Bronze,Professional,N,2
2244,Puyallup,WA,USA,86,$70K - $90K,F,5,0,Bachelors Degree,05/07/91,Bronze,Professional,N,1
2245,Lake Oswego,OR,USA,64,$30K - $50K,M,4,3,High School Degree,04/10/92,Golden,Skilled Manual,Y,4
2246,Woodburn,OR,USA,69,$130K - $150K,M,3,0,Graduate Degree,10/03/93,Bronze,Professional,Y,3
2247,Richmond,BC,Canada,90,$50K - $70K,F,1,0,Bachelors Degree,06/04/92,Bronze,Professional,Y,4
2248,Downey,CA,USA,58,$70K - $90K,F,1,1,Partial High School,16/04/93,Silver,Professional,Y,3
2249,Novato,CA,USA,42,$50K - $70K,M,5,4,High School Degree,18/02/91,Golden,Skilled Manual,Y,3
2250,Spring Valley,CA,USA,15,$70K - $90K,M,3,2,Bachelors Degree,23/04/94,Bronze,Professional,Y,2
2251,Corvallis,OR,USA,70,$30K - $50K,M,0,0,Partial High School,16/04/93,Bronze,Skilled Manual,N,2
2252,Renton,WA,USA,73,$10K - $30K,F,1,0,Bachelors Degree,25/06/92,Normal,Professional,Y,1
2253,Westminster,BC,Canada,91,$30K - $50K,M,3,0,High School Degree,02/09/91,Bronze,Skilled Manual,Y,3
2254,Lakewood,CA,USA,56,$110K - $130K,M,1,0,Bachelors Degree,12/09/93,Bronze,Professional,N,3
2255,Coronado,CA,USA,8,$50K - $70K,M,3,0,Bachelors Degree,03/07/90,Bronze,Professional,N,4
2256,Redwood City,CA,USA,45,$30K - $50K,M,2,0,High School Degree,23/03/93,Bronze,Manual,Y,1
2257,N. Vancouver,BC,Canada,97,$30K - $50K,M,2,0,Partial High School,18/09/92,Bronze,Manual,Y,4
2258,Oregon City,OR,USA,68,$10K - $30K,F,1,1,Partial High School,22/03/92,Normal,Manual,Y,2
2259,Edmonds,WA,USA,83,$30K - $50K,M,3,3,High School Degree,19/03/92,Normal,Manual,Y,3
2260,Grossmont,CA,USA,17,$150K +,M,4,4,Partial High School,10/12/93,Golden,Professional,N,3
2261,Lynnwood,WA,USA,75,$110K - $130K,F,3,0,High School Degree,07/12/92,Bronze,Professional,Y,2
2262,Burlingame,CA,USA,43,$50K - $70K,M,1,0,High School Degree,16/04/91,Bronze,Manual,Y,4
2263,Lake Oswego,OR,USA,64,$10K - $30K,M,0,0,Partial High School,09/02/91,Normal,Skilled Manual,Y,0
2264,Colma,CA,USA,32,$10K - $30K,M,2,0,Partial High School,16/10/90,Normal,Manual,N,1
2265,El Cajon,CA,USA,16,$50K - $70K,F,3,0,Bachelors Degree,23/09/91,Silver,Management,N,3
2266,Bellflower,CA,USA,55,$10K - $30K,F,5,0,Partial High School,09/11/93,Normal,Skilled Manual,Y,2
2267,Mexico City,Mexico,Mexico,2,$10K - $30K,F,5,5,Partial High School,27/07/94,Normal,Skilled Manual,Y,0
2268,Guadalajara,Jalisco,Mexico,4,$30K - $50K,M,4,0,Partial College,17/08/92,Normal,Professional,N,2
2269,Portland,OR,USA,22,$10K - $30K,M,0,0,Partial College,07/05/92,Normal,Professional,N,0
2270,Beaverton,OR,USA,67,$50K - $70K,M,3,0,Bachelors Degree,25/05/92,Bronze,Professional,Y,1
2271,Long Beach,CA,USA,48,$50K - $70K,M,4,0,Bachelors Degree,12/10/93,Bronze,Management,Y,4
2272,Tacoma,WA,USA,84,$50K - $70K,M,1,0,Bachelors Degree,02/03/93,Bronze,Professional,Y,2
2273,Santa Anita,DF,Mexico,108,$10K - $30K,F,0,0,High School Degree,20/05/94,Normal,Skilled Manual,N,1
2274,Novato,CA,USA,42,$50K - $70K,F,2,0,Bachelors Degree,09/10/90,Bronze,Professional,N,3
2275,Acapulco,Guerrero,Mexico,28,$50K - $70K,F,3,3,High School Degree,03/05/92,Silver,Manual,Y,3
2276,Oak Bay,BC,Canada,99,$90K - $110K,F,4,0,High School Degree,19/11/91,Silver,Professional,Y,2
2277,Long Beach,CA,USA,48,$10K - $30K,F,1,0,Partial High School,13/08/93,Normal,Skilled Manual,Y,0
2278,Burbank,CA,USA,53,$50K - $70K,M,2,2,Bachelors Degree,19/08/93,Bronze,Professional,N,3
2279,Burien,WA,USA,74,$50K - $70K,F,0,0,Bachelors Degree,20/05/92,Silver,Professional,N,2
2280,Albany,OR,USA,71,$10K - $30K,F,2,0,Partial High School,25/09/93,Normal,Skilled Manual,N,2
2281,Bellflower,CA,USA,55,$10K - $30K,F,4,4,Partial College,15/03/93,Normal,Clerical,Y,1
2282,Langley,BC,Canada,94,$130K - $150K,M,5,3,High School Degree,26/11/92,Silver,Management,Y,2
2283,Palo Alto,CA,USA,41,$10K - $30K,M,3,0,Partial High School,24/07/91,Normal,Skilled Manual,Y,0
2284,Burlingame,CA,USA,43,$10K - $30K,F,3,0,Partial High School,12/05/91,Golden,Manual,Y,1
2285,La Jolla,CA,USA,33,$30K - $50K,M,2,0,Partial College,10/02/94,Silver,Clerical,N,1
2286,San Andres,DF,Mexico,106,$10K - $30K,M,3,0,Partial High School,15/05/91,Normal,Manual,Y,0
2287,Langford,BC,Canada,102,$30K - $50K,F,2,0,High School Degree,09/10/91,Normal,Manual,Y,2
2288,San Francisco,CA,USA,1,$10K - $30K,F,4,0,Partial High School,23/10/93,Normal,Manual,Y,0
2289,Glendale,CA,USA,54,$30K - $50K,F,1,0,High School Degree,26/12/90,Bronze,Skilled Manual,N,3
2290,Burbank,CA,USA,53,$50K - $70K,F,2,0,Bachelors Degree,09/02/90,Bronze,Professional,N,4
2291,Santa Cruz,CA,USA,40,$30K - $50K,F,3,2,High School Degree,27/06/90,Bronze,Skilled Manual,N,3
2292,Marysville,WA,USA,82,$30K - $50K,M,0,0,Partial High School,13/08/91,Silver,Skilled Manual,Y,1
2293,West Covina,CA,USA,60,$30K - $50K,F,3,0,Partial College,04/12/90,Bronze,Management,Y,3
2294,Milwaukie,OR,USA,65,$10K - $30K,M,2,0,Partial High School,19/11/93,Normal,Manual,N,1
2295,Puyallup,WA,USA,86,$70K - $90K,M,4,1,Bachelors Degree,18/05/94,Bronze,Professional,Y,4
2296,Glendale,CA,USA,54,$50K - $70K,F,4,0,Bachelors Degree,03/09/93,Bronze,Management,N,2
2297,Mill Valley,CA,USA,38,$50K - $70K,F,4,0,Bachelors Degree,24/07/93,Bronze,Professional,Y,3
2298,Port Orchard,WA,USA,77,$150K +,F,4,0,High School Degree,05/02/94,Silver,Professional,Y,2
2299,Newton,BC,Canada,95,$50K - $70K,F,2,0,Partial College,14/07/90,Bronze,Clerical,Y,1
2300,N. Vancouver,BC,Canada,97,$10K - $30K,F,5,0,Partial High School,26/02/92,Normal,Skilled Manual,Y,2
2301,San Diego,CA,USA,7,$130K - $150K,M,4,0,Graduate Degree,21/06/92,Bronze,Management,Y,3
2302,Everett,WA,USA,81,$30K - $50K,M,3,0,High School Degree,07/09/92,Bronze,Skilled Manual,Y,3
2303,La Jolla,CA,USA,33,$50K - $70K,M,1,1,Bachelors Degree,26/11/93,Silver,Professional,Y,3
2304,Woodburn,OR,USA,69,$30K - $50K,M,1,0,Partial High School,10/08/94,Silver,Skilled Manual,N,3
2305,Haney,BC,Canada,93,$10K - $30K,F,4,0,Partial High School,04/08/91,Normal,Skilled Manual,N,1
2306,Haney,BC,Canada,93,$50K - $70K,M,2,1,High School Degree,11/06/93,Silver,Skilled Manual,Y,2
2307,Anacortes,WA,USA,79,$10K - $30K,M,3,0,Partial High School,11/09/91,Normal,Skilled Manual,N,0
2308,Novato,CA,USA,42,$130K - $150K,M,0,0,High School Degree,21/07/94,Bronze,Professional,N,2
2309,Oak Bay,BC,Canada,99,$30K - $50K,M,4,0,High School Degree,21/11/91,Golden,Manual,N,3
2310,Hidalgo,Zacatecas,Mexico,25,$10K - $30K,F,4,1,Partial High School,19/09/91,Normal,Skilled Manual,N,2
2311,Newport Beach,CA,USA,59,$30K - $50K,M,5,5,High School Degree,15/11/94,Golden,Skilled Manual,Y,2
2312,Acapulco,Guerrero,Mexico,28,$30K - $50K,M,4,0,High School Degree,25/11/91,Bronze,Manual,N,2
2313,La Mesa,CA,USA,11,$10K - $30K,F,3,1,Partial High School,16/06/92,Normal,Manual,Y,2
2314,Arcadia,CA,USA,51,$10K - $30K,F,1,0,Partial High School,05/11/92,Normal,Manual,N,2
2315,San Andres,DF,Mexico,106,$50K - $70K,F,2,2,Bachelors Degree,25/10/91,Bronze,Professional,Y,1
2316,Santa Anita,DF,Mexico,108,$10K - $30K,M,4,1,Partial High School,07/02/90,Bronze,Skilled Manual,Y,1
2317,N. Vancouver,BC,Canada,97,$90K - $110K,F,1,0,Partial High School,11/05/93,Bronze,Professional,Y,3
2318,Kirkland,WA,USA,63,$10K - $30K,M,5,4,Partial High School,21/05/91,Normal,Skilled Manual,Y,1
2319,San Carlos,CA,USA,44,$30K - $50K,F,3,2,High School Degree,20/07/93,Bronze,Skilled Manual,Y,1
2320,Sedro Woolley,WA,USA,80,$30K - $50K,F,1,0,High School Degree,02/12/91,Bronze,Manual,Y,4
2321,Metchosin,BC,Canada,104,$30K - $50K,M,3,1,High School Degree,07/09/91,Normal,Skilled Manual,Y,2
2322,Cliffside,BC,Canada,103,$50K - $70K,F,0,0,Bachelors Degree,12/04/91,Bronze,Professional,Y,4
2323,Richmond,BC,Canada,90,$10K - $30K,M,3,0,Partial High School,08/03/91,Normal,Manual,Y,2
2324,Ladner,BC,Canada,96,$130K - $150K,M,4,0,High School Degree,16/09/91,Bronze,Professional,N,3
2325,Concord,CA,USA,46,$10K - $30K,F,3,0,Partial High School,13/10/91,Normal,Skilled Manual,N,1
2326,Arcadia,CA,USA,51,$30K - $50K,M,1,0,High School Degree,22/02/93,Bronze,Manual,Y,3
2327,Lebanon,OR,USA,72,$10K - $30K,F,4,3,Partial High School,26/02/90,Normal,Skilled Manual,Y,1
2328,Santa Cruz,CA,USA,40,$90K - $110K,M,3,0,High School Degree,06/11/93,Bronze,Professional,Y,2
2329,Orizaba,Veracruz,Mexico,24,$110K - $130K,M,2,1,Graduate Degree,18/08/92,Golden,Management,N,2
2330,Burnaby,BC,Canada,92,$70K - $90K,M,4,3,Bachelors Degree,21/06/93,Golden,Professional,N,3
2331,Lincoln Acres,CA,USA,10,$90K - $110K,F,4,0,High School Degree,22/05/91,Bronze,Professional,Y,3
2332,Lemon Grove,CA,USA,12,$70K - $90K,M,4,0,Bachelors Degree,02/04/92,Bronze,Professional,N,3
2333,Tlaxiaco,Oaxaca,Mexico,30,$90K - $110K,M,4,0,Partial High School,02/04/93,Bronze,Management,Y,3
2334,Metchosin,BC,Canada,104,$70K - $90K,M,2,0,Partial High School,10/11/92,Bronze,Professional,Y,3
2335,Olympia,WA,USA,85,$10K - $30K,M,2,0,Partial High School,07/08/94,Normal,Manual,Y,1
2336,San Andres,DF,Mexico,106,$10K - $30K,M,0,0,Partial High School,24/01/90,Normal,Manual,N,2
2337,Altadena,CA,USA,50,$10K - $30K,M,5,5,Partial High School,16/03/91,Normal,Skilled Manual,Y,1
2338,Issaquah,WA,USA,21,$110K - $130K,M,0,0,High School Degree,14/08/93,Bronze,Management,Y,3
2339,Berkeley,CA,USA,36,$10K - $30K,F,2,1,Partial High School,08/03/91,Normal,Skilled Manual,N,1
